     Temperature          CDdata          UVdata          FLdata    LowerBoundCD           CDfit    UpperBoundCD    LowerBoundUV           UVfit    UpperBoundUV    LowerBoundFL           FLfit    UpperBoundFL            Phi1            PhiA            PhiB              Ka              Kb        Residual
    3.555000e+02   -1.782070e-01    2.682200e-01    8.740900e-03    4.319418e-08    5.695566e-08    7.071714e-08    2.564138e-01    2.567609e-01    2.571081e-01    2.363161e-03    2.478154e-03    2.593146e-03    9.895065e-01    1.049350e-02    2.959818e-09    4.229845e-02    9.197919e-05    0.000000e+00
    3.554000e+02   -2.183880e-01    2.687800e-01    9.442300e-03    4.451659e-08    5.873976e-08    7.296292e-08    2.564069e-01    2.567540e-01    2.571011e-01    2.386231e-03    2.502093e-03    2.617956e-03    9.894051e-01    1.059488e-02    3.052532e-09    4.259412e-02    9.484804e-05    0.000000e+00
    3.553000e+02   -1.045650e-01    2.678200e-01    9.252100e-03    4.592141e-08    6.058066e-08    7.523991e-08    2.563999e-01    2.567470e-01    2.570940e-01    2.409535e-03    2.526273e-03    2.643012e-03    9.893027e-01    1.069726e-02    3.148198e-09    4.289203e-02    9.780806e-05    0.000000e+00
    3.552000e+02   -2.210540e-01    2.678000e-01    8.758400e-03    4.741870e-08    6.248022e-08    7.754173e-08    2.563929e-01    2.567399e-01    2.570868e-01    2.433076e-03    2.550696e-03    2.668316e-03    9.891993e-01    1.080068e-02    3.246912e-09    4.319219e-02    1.008622e-04    0.000000e+00
    3.551000e+02   -2.369740e-01    2.679600e-01    1.006570e-02    4.892943e-08    6.444033e-08    7.995123e-08    2.563858e-01    2.567327e-01    2.570796e-01    2.456849e-03    2.575363e-03    2.693877e-03    9.890949e-01    1.090513e-02    3.348774e-09    4.349462e-02    1.040135e-04    0.000000e+00
    3.550000e+02   -1.740570e-01    2.680800e-01    9.481400e-03    5.049027e-08    6.646296e-08    8.243564e-08    2.563786e-01    2.567255e-01    2.570723e-01    2.480872e-03    2.600278e-03    2.719683e-03    9.889894e-01    1.101063e-02    3.453884e-09    4.379934e-02    1.072651e-04    0.000000e+00
    3.549000e+02   -1.558360e-01    2.688700e-01    9.359800e-03    5.209774e-08    6.855013e-08    8.500251e-08    2.563714e-01    2.567182e-01    2.570649e-01    2.505134e-03    2.625442e-03    2.745750e-03    9.888828e-01    1.111718e-02    3.562348e-09    4.410637e-02    1.106203e-04    0.000000e+00
    3.548000e+02   -1.325300e-01    2.680200e-01    9.868200e-03    5.378213e-08    7.070393e-08    8.762572e-08    2.563641e-01    2.567108e-01    2.570575e-01    2.529639e-03    2.650859e-03    2.772079e-03    9.887752e-01    1.122481e-02    3.674275e-09    4.441572e-02    1.140825e-04    0.000000e+00
    3.547000e+02   -2.738780e-01    2.674000e-01    9.648300e-03    5.549730e-08    7.292651e-08    9.035573e-08    2.563567e-01    2.567033e-01    2.570499e-01    2.554399e-03    2.676531e-03    2.798664e-03    9.886665e-01    1.133351e-02    3.789776e-09    4.472742e-02    1.176550e-04    0.000000e+00
    3.546000e+02   -2.406050e-01    2.676300e-01    9.289200e-03    5.725502e-08    7.522012e-08    9.318523e-08    2.563493e-01    2.566958e-01    2.570423e-01    2.579405e-03    2.702461e-03    2.825517e-03    9.885567e-01    1.144331e-02    3.908968e-09    4.504149e-02    1.213415e-04    0.000000e+00
    3.545000e+02   -1.142170e-01    2.676200e-01    9.570700e-03    5.905449e-08    7.758707e-08    9.611966e-08    2.563417e-01    2.566882e-01    2.570346e-01    2.604665e-03    2.728651e-03    2.852636e-03    9.884458e-01    1.155421e-02    4.031972e-09    4.535794e-02    1.251457e-04    0.000000e+00
