     Temperature          CDdata          UVdata          FLdata    LowerBoundCD           CDfit    UpperBoundCD    LowerBoundUV           UVfit    UpperBoundUV    LowerBoundFL           FLfit    UpperBoundFL            Phi1            PhiA            PhiB              Ka              Kb        Residual
    3.566000e+02   -3.643570e-01    1.039480e+00    2.543830e-02    7.122579e-07    9.456891e-07    1.179120e-06    9.742494e-01    9.760822e-01    9.779151e-01             NaN    2.223978e-02             NaN    9.560216e-01    4.397842e-02    9.828935e-09    3.918856e-02    6.568359e-05    0.000000e+00
    3.565000e+02   -7.118301e-01    1.040520e+00    2.558820e-02    7.345963e-07    9.745202e-07    1.214444e-06    9.741462e-01    9.759784e-01    9.778105e-01             NaN    2.243933e-02             NaN    9.556270e-01    4.437303e-02    1.012859e-08    3.946080e-02    6.771946e-05    0.000000e+00
    3.564000e+02   -6.889434e-01    1.039290e+00    2.458470e-02    7.572882e-07    1.004240e-06    1.251192e-06    9.740422e-01    9.758736e-01    9.777051e-01             NaN    2.264063e-02             NaN    9.552289e-01    4.477109e-02    1.043748e-08    3.973508e-02    6.981963e-05    0.000000e+00
    3.563000e+02   -4.880980e-01    1.039450e+00    2.520020e-02    7.806685e-07    1.034877e-06    1.289085e-06    9.739372e-01    9.757680e-01    9.775987e-01             NaN    2.284368e-02             NaN    9.548274e-01    4.517261e-02    1.075590e-08    4.001143e-02    7.198616e-05    0.000000e+00
    3.562000e+02   -4.331150e-01    1.039600e+00    2.512950e-02    8.050953e-07    1.066458e-06    1.327820e-06    9.738313e-01    9.756614e-01    9.774915e-01             NaN    2.304850e-02             NaN    9.544223e-01    4.557764e-02    1.108413e-08    4.028985e-02    7.422119e-05    0.000000e+00
    3.561000e+02   -1.824260e-01    1.039060e+00    2.569200e-02    8.299512e-07    1.099014e-06    1.368076e-06    9.737245e-01    9.755539e-01    9.773833e-01             NaN    2.325511e-02             NaN    9.540138e-01    4.598620e-02    1.142250e-08    4.057037e-02    7.652693e-05    0.000000e+00
    3.560000e+02   -5.631210e-01    1.038230e+00    2.553700e-02    8.557307e-07    1.132574e-06    1.409417e-06    9.736167e-01    9.754454e-01    9.772741e-01             NaN    2.346351e-02             NaN    9.536017e-01    4.639831e-02    1.177130e-08    4.085300e-02    7.890566e-05    0.000000e+00
    3.559000e+02   -2.564790e-01    1.038590e+00    2.561390e-02    8.818725e-07    1.167170e-06    1.452467e-06    9.735080e-01    9.753360e-01    9.771640e-01             NaN    2.367373e-02             NaN    9.531860e-01    4.681401e-02    1.213088e-08    4.113777e-02    8.135973e-05    0.000000e+00
    3.558000e+02   -8.422408e-01    1.039730e+00    2.591950e-02    9.093648e-07    1.202834e-06    1.496304e-06    9.733984e-01    9.752257e-01    9.770530e-01             NaN    2.388577e-02             NaN    9.527667e-01    4.723331e-02    1.250155e-08    4.142467e-02    8.389156e-05    0.000000e+00
    3.557000e+02   -8.486739e-01    1.038640e+00    2.625420e-02    9.381020e-07    1.239600e-06    1.541098e-06    9.732878e-01    9.751144e-01    9.769410e-01             NaN    2.409964e-02             NaN    9.523437e-01    4.765624e-02    1.288367e-08    4.171375e-02    8.650367e-05    0.000000e+00
    3.556000e+02   -5.468520e-01    1.038540e+00    2.621360e-02    9.672335e-07    1.277501e-06    1.587769e-06    9.731762e-01    9.750021e-01    9.768281e-01             NaN    2.431538e-02             NaN    9.519171e-01    4.808284e-02    1.327760e-08    4.200500e-02    8.919866e-05    0.000000e+00
